,GameType,GameID,Date,PlayerID,Player,Position,Team,Opponent,Venue,Starter,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,Usage,Rest,MPG,PlayerFP,GameFP/36,TeamFP
2713,NBA 2020-2021 Regular Season,22000125,01/08/2021,203944,Julius Randle,C-F,New York,Oklahoma City,H,Y,30.7,8,15,1,1,1,3,0,12,12,7,5,1,2,0,18,26.6,1,36.8,45.0,52.8,210.0
2714,NBA 2020-2021 Regular Season,22000125,01/08/2021,1629011,Mitchell Robinson,C-F,New York,Oklahoma City,H,Y,26.7,3,4,0,0,0,2,3,2,5,1,3,2,1,3,6,9.8,1,29.6,23.2,31.3,210.0
2715,NBA 2020-2021 Regular Season,22000125,01/08/2021,1629628,RJ Barrett,F-G,New York,Oklahoma City,H,Y,44.2,7,21,1,5,4,7,4,3,7,2,4,1,0,1,19,24.2,1,36.2,35.2,28.7,210.0
2716,NBA 2020-2021 Regular Season,22000125,01/08/2021,203901,Elfrid Payton,G,New York,Oklahoma City,H,Y,30.6,4,16,1,4,7,8,2,4,6,1,4,0,0,0,16,28.4,1,29.3,25.5,30.0,210.0
2717,NBA 2020-2021 Regular Season,22000125,01/08/2021,203085,Austin Rivers,G,New York,Oklahoma City,H,N,32.1,5,12,2,7,0,0,0,5,5,6,0,0,0,0,12,16.6,1,25.8,28.2,31.7,210.0
2718,NBA 2020-2021 Regular Season,22000125,01/08/2021,203457,Nerlens Noel,C-F,New York,Oklahoma City,H,N,11.3,0,1,0,0,0,0,1,0,1,0,1,1,0,2,0,3.9,5,16.3,7.2,23.0,210.0
2719,NBA 2020-2021 Regular Season,22000125,01/08/2021,1628995,Kevin Knox II,F,New York,Oklahoma City,H,N,22.5,3,9,3,5,0,0,0,4,4,0,0,1,1,0,9,19.8,1,19.3,17.0,27.2,210.0
2720,NBA 2020-2021 Regular Season,22000125,01/08/2021,1630193,Immanuel Quickley,G,New York,Oklahoma City,H,N,17.4,1,9,1,3,0,0,0,1,1,2,0,1,0,1,3,23.1,1,17.8,11.8,24.4,210.0
2721,NBA 2020-2021 Regular Season,22000126,01/08/2021,202330,Gordon Hayward,F,Charlotte,New Orleans,R,Y,37.8,9,18,4,7,4,4,2,5,7,3,4,2,4,0,26,26.9,1,34.9,43.2,41.1,252.8
2722,NBA 2020-2021 Regular Season,22000126,01/08/2021,1629023,P.J. Washington,F,Charlotte,New Orleans,R,Y,27.6,3,8,1,4,2,4,2,2,4,5,3,2,1,2,9,16.7,1,29.3,29.5,38.5,252.8
2723,NBA 2020-2021 Regular Season,22000126,01/08/2021,202687,Bismack Biyombo,C,Charlotte,New Orleans,R,Y,27.0,4,5,0,0,3,4,1,5,6,0,2,0,1,1,11,12.3,1,26.8,20.0,26.7,252.8
2724,NBA 2020-2021 Regular Season,22000126,01/08/2021,1626179,Terry Rozier,G,Charlotte,New Orleans,R,Y,34.8,5,15,4,10,1,2,1,3,4,5,1,3,1,1,15,20.8,1,33.8,37.0,38.3,252.8
2725,NBA 2020-2021 Regular Season,22000126,01/08/2021,1628984,Devonte' Graham,G,Charlotte,New Orleans,R,Y,36.8,5,13,2,8,5,5,2,4,6,8,3,0,1,0,17,18.8,1,33.9,37.0,36.2,252.8
2726,NBA 2020-2021 Regular Season,22000126,01/08/2021,1630163,LaMelo Ball,G,Charlotte,New Orleans,R,N,25.6,4,11,1,5,3,4,4,6,10,9,3,1,3,0,12,26.4,1,24.8,39.0,54.9,252.8
2727,NBA 2020-2021 Regular Season,22000126,01/08/2021,1628970,Miles Bridges,F,Charlotte,New Orleans,R,N,30.5,8,11,4,6,0,0,2,2,4,1,2,0,2,0,20,18.3,1,25.5,27.5,32.5,252.8
2728,NBA 2020-2021 Regular Season,22000126,01/08/2021,1628997,Caleb Martin,F,Charlotte,New Orleans,R,N,11.4,2,4,0,1,0,0,2,1,3,0,1,1,0,0,4,15.1,1,14.7,9.8,30.9,252.8
2729,NBA 2020-2021 Regular Season,22000126,01/08/2021,1628998,Cody Martin,F,Charlotte,New Orleans,R,N,8.6,1,2,0,1,2,2,0,1,1,2,1,1,1,0,4,19.3,1,11.4,9.8,40.8,252.8
2730,NBA 2020-2021 Regular Season,22000126,01/08/2021,1627742,Brandon Ingram,F,New Orleans,Charlotte,H,Y,36.5,3,11,3,10,8,9,3,5,8,8,0,1,4,1,17,23.2,1,35.0,42.5,42.0,216.5
2731,NBA 2020-2021 Regular Season,22000126,01/08/2021,1629627,Zion Williamson,F,New Orleans,Charlotte,H,Y,33.7,12,22,0,0,2,4,6,2,8,3,1,0,3,0,26,35.5,1,33.1,39.0,41.7,216.5
2732,NBA 2020-2021 Regular Season,22000126,01/08/2021,203500,Steven Adams,C,New Orleans,Charlotte,H,Y,34.8,5,7,0,0,3,6,1,6,7,2,3,1,4,2,13,17.5,1,30.1,28.8,29.7,216.5
2733,NBA 2020-2021 Regular Season,22000126,01/08/2021,202339,Eric Bledsoe,G,New Orleans,Charlotte,H,Y,33.2,3,8,2,6,0,0,0,1,1,6,2,2,2,0,8,13.4,1,29.0,22.2,24.1,216.5
2734,NBA 2020-2021 Regular Season,22000126,01/08/2021,1628366,Lonzo Ball,G,New Orleans,Charlotte,H,Y,36.5,2,8,1,7,0,0,0,2,2,3,0,1,2,1,5,12.2,1,31.8,15.5,15.3,216.5
2735,NBA 2020-2021 Regular Season,22000126,01/08/2021,200755,JJ Redick,G,New Orleans,Charlotte,H,N,19.1,5,8,4,7,3,3,0,1,1,1,1,0,1,0,17,24.1,1,20.4,21.2,40.1,216.5
2736,NBA 2020-2021 Regular Season,22000126,01/08/2021,1628404,Josh Hart,G,New Orleans,Charlotte,H,N,26.7,6,8,4,5,3,4,0,8,8,2,4,1,1,0,19,18.0,1,28.2,35.5,47.8,216.5
2737,NBA 2020-2021 Regular Season,22000126,01/08/2021,1629740,Nicolo Melli,F,New Orleans,Charlotte,H,N,1.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,5,11.4,1.5,33.8,216.5
2738,NBA 2020-2021 Regular Season,22000126,01/08/2021,1629638,Nickeil Alexander-Walker,G,New Orleans,Charlotte,H,N,14.6,2,5,1,3,0,0,0,1,1,2,3,0,2,0,5,21.4,1,20.0,8.8,21.6,216.5
2739,NBA 2020-2021 Regular Season,22000126,01/08/2021,1629637,Jaxson Hayes,C-F,New Orleans,Charlotte,H,N,3.3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,1,12.7,1.5,16.5,216.5
2740,NBA 2020-2021 Regular Season,22000127,01/08/2021,203516,James Ennis III,F,Orlando,Houston,R,Y,19.9,2,7,0,0,2,2,1,2,3,2,3,1,1,0,6,19.8,1,20.2,14.2,25.8,180.0
2741,NBA 2020-2021 Regular Season,22000127,01/08/2021,1629109,Gary Clark,F,Orlando,Houston,R,Y,30.8,0,3,0,3,0,0,0,4,4,0,1,0,2,1,0,7.2,1,20.0,6.0,7.0,180.0
2742,NBA 2020-2021 Regular Season,22000127,01/08/2021,202696,Nikola Vucevic,C,Orlando,Houston,R,Y,29.6,8,19,3,7,3,3,3,9,12,3,0,1,0,0,22,30.5,1,33.1,45.0,54.7,180.0
2743,NBA 2020-2021 Regular Season,22000127,01/08/2021,1628407,Dwayne Bacon,G-F,Orlando,Houston,R,Y,27.9,4,10,0,1,2,3,0,1,1,1,2,0,1,0,10,19.6,1,24.4,12.2,15.8,180.0
2744,NBA 2020-2021 Regular Season,22000127,01/08/2021,1630175,Cole Anthony,G,Orlando,Houston,R,Y,28.1,6,14,0,3,3,4,1,1,2,3,1,2,4,0,15,31.2,1,25.7,24.0,30.7,180.0
2745,NBA 2020-2021 Regular Season,22000127,01/08/2021,203920,Khem Birch,C,Orlando,Houston,R,N,23.0,4,7,1,1,2,2,2,3,5,2,1,0,0,0,11,15.2,1,21.9,20.8,32.5,180.0
2746,NBA 2020-2021 Regular Season,22000127,01/08/2021,203082,Terrence Ross,G-F,Orlando,Houston,R,N,18.4,2,9,1,4,0,0,0,1,1,1,2,1,2,0,5,26.6,1,28.1,9.2,18.1,180.0
2747,NBA 2020-2021 Regular Season,22000127,01/08/2021,1629648,Jordan Bone,G,Orlando,Houston,R,N,27.5,3,8,1,5,0,0,0,2,2,4,0,0,0,0,7,12.9,1,16.7,16.0,20.9,180.0
2748,NBA 2020-2021 Regular Season,22000127,01/08/2021,1630211,Karim Mane,G,Orlando,Houston,R,N,21.3,0,3,0,1,2,2,0,5,5,1,0,0,2,1,2,12.2,1,9.3,10.8,18.1,180.0
2749,NBA 2020-2021 Regular Season,22000127,01/08/2021,1628964,Mo Bamba,C,Orlando,Houston,R,N,13.5,5,9,2,4,0,0,2,5,7,0,3,0,0,0,12,29.7,1,8.2,21.8,58.1,180.0
2750,NBA 2020-2021 Regular Season,22000127,01/08/2021,1628021,David Nwaba,G-F,Houston,Orlando,H,Y,22.9,3,6,0,2,0,0,0,2,2,0,0,0,1,1,6,14.2,1,23.8,10.0,15.7,279.2
2751,NBA 2020-2021 Regular Season,22000127,01/08/2021,200782,P.J. Tucker,F,Houston,Orlando,H,Y,28.6,5,7,5,7,0,0,1,3,4,5,3,0,0,2,15,11.3,1,31.3,34.0,42.9,279.2
2752,NBA 2020-2021 Regular Season,22000127,01/08/2021,1626174,Christian Wood,F,Houston,Orlando,H,Y,26.5,9,17,1,5,3,4,3,12,15,0,1,1,1,2,22,34.4,3,33.6,46.8,63.4,279.2
2753,NBA 2020-2021 Regular Season,22000127,01/08/2021,202322,John Wall,G,Houston,Orlando,H,Y,28.8,5,11,3,4,1,2,0,3,3,4,3,0,0,0,14,19.1,1,32.2,25.2,31.6,279.2
2754,NBA 2020-2021 Regular Season,22000127,01/08/2021,201935,James Harden,G,Houston,Orlando,H,Y,31.0,6,13,3,9,0,0,0,5,5,13,2,0,2,1,15,22.4,1,36.3,43.2,50.3,279.2
2755,NBA 2020-2021 Regular Season,22000127,01/08/2021,1630256,Jae'Sean Tate,F,Houston,Orlando,H,N,15.5,5,5,0,0,0,0,0,1,1,2,1,1,1,0,10,17.9,1,26.1,15.8,36.6,279.2
2756,NBA 2020-2021 Regular Season,22000127,01/08/2021,201569,Eric Gordon,G,Houston,Orlando,H,N,18.8,2,5,1,4,0,0,0,2,2,1,0,1,1,1,5,14.7,1,28.5,13.0,24.8,279.2
2757,NBA 2020-2021 Regular Season,22000127,01/08/2021,202326,DeMarcus Cousins,C,Houston,Orlando,H,N,16.5,1,7,0,4,4,5,1,4,5,4,2,1,0,0,6,25.7,1,17.1,20.2,44.1,279.2
2758,NBA 2020-2021 Regular Season,22000127,01/08/2021,1628425,Sterling Brown,G-F,Houston,Orlando,H,N,18.2,3,4,3,4,0,0,1,4,5,0,3,0,0,0,9,10.2,1,20.8,16.8,33.2,279.2
2759,NBA 2020-2021 Regular Season,22000127,01/08/2021,203463,Ben McLemore,G,Houston,Orlando,H,N,15.5,5,6,5,5,0,0,0,3,3,2,2,1,1,0,15,20.8,3+,20.7,25.8,59.7,279.2
2760,NBA 2020-2021 Regular Season,22000127,01/08/2021,1630222,Mason Jones,G,Houston,Orlando,H,N,7.4,1,3,0,1,0,0,1,0,1,2,0,0,1,0,2,25.1,3+,13.4,5.8,28.1,279.2
2761,NBA 2020-2021 Regular Season,22000127,01/08/2021,1630231,Kenyon Martin Jr.,F,Houston,Orlando,H,N,5.5,3,3,1,1,0,0,0,1,1,0,0,1,0,0,7,25.4,3+,9.8,10.8,70.7,279.2
2762,NBA 2020-2021 Regular Season,22000127,01/08/2021,203998,Bruno Caboclo,F,Houston,Orlando,H,N,5.0,3,4,0,1,0,0,0,2,2,1,1,0,0,1,6,37.4,3,6.1,12.0,87.3,279.2
2763,NBA 2020-2021 Regular Season,22000128,01/08/2021,1627752,Taurean Prince,G,Brooklyn,Memphis,R,Y,24.5,4,13,1,4,7,7,0,4,4,0,1,1,2,1,16,32.2,0,18.1,24.5,36.0,218.5
2764,NBA 2020-2021 Regular Season,22000128,01/08/2021,201145,Jeff Green,F,Brooklyn,Memphis,R,Y,34.4,3,5,3,5,0,0,0,9,9,4,1,1,3,0,9,10.1,0,24.2,28.2,29.6,218.5
2765,NBA 2020-2021 Regular Season,22000128,01/08/2021,1628386,Jarrett Allen,C,Brooklyn,Memphis,R,Y,30.3,3,7,0,0,6,7,3,3,6,6,2,1,2,1,12,17.4,0,26.6,31.5,37.5,218.5
2766,NBA 2020-2021 Regular Season,22000128,01/08/2021,1628971,Bruce Brown,G-F,Brooklyn,Memphis,R,Y,22.5,1,3,0,1,0,0,0,6,6,0,2,0,3,1,2,11.6,0,16.4,10.0,16.0,218.5
2767,NBA 2020-2021 Regular Season,22000128,01/08/2021,1627747,Caris LeVert,G,Brooklyn,Memphis,R,Y,35.7,15,23,7,9,6,6,0,5,5,6,2,0,5,0,43,37.3,0,27.8,59.2,59.7,218.5
2768,NBA 2020-2021 Regular Season,22000128,01/08/2021,1627789,Timothe Luwawu-Cabarrot,G-F,Brooklyn,Memphis,R,N,17.8,1,8,0,3,1,1,0,3,3,1,2,0,1,0,3,23.0,0,19.7,7.8,15.6,218.5
2769,NBA 2020-2021 Regular Season,22000128,01/08/2021,203925,Joe Harris,G-F,Brooklyn,Memphis,R,N,28.1,6,9,1,3,0,0,0,2,2,2,2,0,2,1,13,17.1,0,30.8,20.0,25.6,218.5
2770,NBA 2020-2021 Regular Season,22000128,01/08/2021,1629013,Landry Shamet,G,Brooklyn,Memphis,R,N,21.7,3,7,2,5,0,0,0,2,2,4,1,2,0,0,8,14.1,0,17.4,21.5,35.7,218.5
2771,NBA 2020-2021 Regular Season,22000128,01/08/2021,201599,DeAndre Jordan,C,Brooklyn,Memphis,R,N,17.4,2,2,0,0,0,0,1,4,5,3,0,0,2,0,4,10.0,0,20.5,13.8,28.5,218.5
2772,NBA 2020-2021 Regular Season,22000128,01/08/2021,1629185,Chris Chiozza,G,Brooklyn,Memphis,R,N,7.6,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,22.8,0,12.2,2.0,9.4,218.5
2773,NBA 2020-2021 Regular Season,22000128,01/08/2021,203937,Kyle Anderson,F-G,Memphis,Brooklyn,H,Y,25.5,2,6,1,1,2,2,1,3,4,6,3,1,1,1,7,12.8,0,29.7,25.0,35.3,256.5
2774,NBA 2020-2021 Regular Season,22000128,01/08/2021,1629634,Brandon Clarke,F-G,Memphis,Brooklyn,H,Y,33.0,9,22,3,7,0,1,3,5,8,5,2,1,1,2,21,29.4,0,29.3,45.5,49.7,256.5
2775,NBA 2020-2021 Regular Season,22000128,01/08/2021,202685,Jonas Valanciunas,C,Memphis,Brooklyn,H,Y,13.6,3,5,0,1,2,2,1,3,4,0,2,2,1,1,8,21.0,0,26.7,18.5,49.1,256.5
2776,NBA 2020-2021 Regular Season,22000128,01/08/2021,1628415,Dillon Brooks,G-F,Memphis,Brooklyn,H,Y,28.0,10,19,2,7,2,3,2,2,4,0,4,0,1,0,24,31.5,0,29.3,29.5,38.0,256.5
2777,NBA 2020-2021 Regular Season,22000128,01/08/2021,1626145,Tyus Jones,G,Memphis,Brooklyn,H,Y,30.8,5,12,1,4,0,0,0,4,4,10,1,4,1,0,11,17.5,0,25.9,39.0,45.6,256.5
2778,NBA 2020-2021 Regular Season,22000128,01/08/2021,1630217,Desmond Bane,G,Memphis,Brooklyn,H,N,21.5,2,6,2,3,4,4,0,2,2,0,3,1,0,0,10,14.9,0,22.0,15.5,26.0,256.5
2779,NBA 2020-2021 Regular Season,22000128,01/08/2021,1630214,Xavier Tillman,F,Memphis,Brooklyn,H,N,18.8,3,8,0,2,0,0,2,4,6,3,0,0,0,1,6,17.6,0,20.7,20.0,38.2,256.5
2780,NBA 2020-2021 Regular Season,22000128,01/08/2021,1628960,Grayson Allen,G,Memphis,Brooklyn,H,N,23.0,3,7,2,4,2,2,1,3,4,0,2,2,2,0,10,17.8,0,21.5,19.0,29.8,256.5
2781,NBA 2020-2021 Regular Season,22000128,01/08/2021,1629001,De'Anthony Melton,G,Memphis,Brooklyn,H,N,22.0,6,10,2,2,0,0,1,4,5,1,0,1,2,1,14,22.6,0,19.8,25.8,42.2,256.5
2782,NBA 2020-2021 Regular Season,22000128,01/08/2021,204025,Tim Frazier,G,Memphis,Brooklyn,H,N,10.1,2,2,0,0,0,0,0,1,1,3,0,0,2,0,4,16.4,3+,10.8,8.8,31.2,256.5
2783,NBA 2020-2021 Regular Season,22000128,01/08/2021,203476,Gorgui Dieng,C,Memphis,Brooklyn,H,N,13.9,0,1,0,1,0,0,1,3,4,1,1,2,1,0,0,6.0,0,16.8,10.0,26.0,256.5
2784,NBA 2020-2021 Regular Season,22000129,01/08/2021,1626220,Royce O'Neale,F,Utah,Milwaukee,R,Y,33.9,6,8,6,8,0,0,1,7,8,6,3,3,1,1,18,11.3,1,31.8,47.5,50.4,275.5
2785,NBA 2020-2021 Regular Season,22000129,01/08/2021,202711,Bojan Bogdanovic,F,Utah,Milwaukee,R,Y,30.3,7,16,4,10,2,2,1,4,5,3,4,0,3,0,20,27.9,1,29.9,31.2,37.1,275.5
2786,NBA 2020-2021 Regular Season,22000129,01/08/2021,203497,Rudy Gobert,C,Utah,Milwaukee,R,Y,33.1,4,9,0,0,1,4,4,10,14,0,1,1,2,4,9,16.4,1,29.9,35.5,38.6,275.5
2787,NBA 2020-2021 Regular Season,22000129,01/08/2021,1628378,Donovan Mitchell,G,Utah,Milwaukee,R,Y,32.4,12,24,4,9,4,6,1,4,5,7,2,0,1,1,32,36.3,1,33.2,52.2,58.0,275.5
2788,NBA 2020-2021 Regular Season,22000129,01/08/2021,201144,Mike Conley,G,Utah,Milwaukee,R,Y,29.4,6,12,5,10,0,0,0,3,3,10,0,0,2,0,17,20.3,1,29.9,37.2,45.6,275.5
2789,NBA 2020-2021 Regular Season,22000129,01/08/2021,203903,Jordan Clarkson,G,Utah,Milwaukee,R,N,34.8,10,20,5,12,1,1,1,5,6,2,3,0,1,1,26,26.3,1,24.8,40.5,42.0,275.5
2790,NBA 2020-2021 Regular Season,22000129,01/08/2021,202324,Derrick Favors,F,Utah,Milwaukee,R,N,23.5,2,3,0,0,0,0,2,4,6,1,3,0,0,1,4,5.4,1,16.1,15.0,23.0,275.5
2791,NBA 2020-2021 Regular Season,22000129,01/08/2021,1627777,Georges Niang,F,Utah,Milwaukee,R,N,13.8,1,3,1,3,0,0,0,2,2,0,0,1,0,0,3,9.3,1,11.4,8.0,20.9,275.5
2792,NBA 2020-2021 Regular Season,22000129,01/08/2021,1629671,Miye Oni,G-F,Utah,Milwaukee,R,N,4.2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.0,2,8.2,2.8,23.6,275.5
2793,NBA 2020-2021 Regular Season,22000129,01/08/2021,1627885,Shaquille Harrison,G,Utah,Milwaukee,R,N,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,4.5,0.0,0.0,275.5
2794,NBA 2020-2021 Regular Season,22000129,01/08/2021,1630235,Trent Forrest,G,Utah,Milwaukee,R,N,1.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2,4.4,0.0,0.0,275.5
2795,NBA 2020-2021 Regular Season,22000129,01/08/2021,1628962,Udoka Azubuike,C-F,Utah,Milwaukee,R,N,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,34.1,2,4.8,2.0,57.6,275.5
2796,NBA 2020-2021 Regular Season,22000129,01/08/2021,1630190,Elijah Hughes,G,Utah,Milwaukee,R,N,0.9,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,48.4,2,4.5,3.5,143.2,275.5
2797,NBA 2020-2021 Regular Season,22000129,01/08/2021,203114,Khris Middleton,F,Milwaukee,Utah,H,Y,36.0,11,19,3,8,6,6,2,8,10,4,3,0,2,0,31,26.5,1,32.9,50.0,50.0,221.8
2798,NBA 2020-2021 Regular Season,22000129,01/08/2021,203507,Giannis Antetokounmpo,F,Milwaukee,Utah,H,Y,32.7,14,25,2,5,5,7,1,7,8,4,2,0,2,1,35,37.0,1,32.3,53.0,58.4,221.8
2799,NBA 2020-2021 Regular Season,22000129,01/08/2021,201572,Brook Lopez,C,Milwaukee,Utah,H,Y,32.4,4,12,4,12,0,0,0,3,3,0,1,1,1,2,12,16.2,1,27.4,23.2,25.9,221.8
2800,NBA 2020-2021 Regular Season,22000129,01/08/2021,1628978,Donte DiVincenzo,G,Milwaukee,Utah,H,Y,29.8,4,10,1,4,2,3,0,5,5,3,0,2,0,1,11,15.3,1,25.4,28.2,34.1,221.8
2801,NBA 2020-2021 Regular Season,22000129,01/08/2021,201950,Jrue Holiday,G,Milwaukee,Utah,H,Y,33.7,7,14,3,5,0,1,0,4,4,5,4,2,2,1,17,19.6,1,32.6,36.0,38.5,221.8
2802,NBA 2020-2021 Regular Season,22000129,01/08/2021,201571,D.J. Augustin,G,Milwaukee,Utah,H,N,18.6,0,4,0,3,0,0,0,0,0,1,1,0,0,0,0,8.7,1,18.2,1.5,2.9,221.8
2803,NBA 2020-2021 Regular Season,22000129,01/08/2021,1626171,Bobby Portis,F,Milwaukee,Utah,H,N,19.8,1,5,0,0,0,0,3,5,8,0,1,0,1,0,2,12.2,1,22.7,11.5,21.0,221.8
2804,NBA 2020-2021 Regular Season,22000129,01/08/2021,203648,Thanasis Antetokounmpo,F,Milwaukee,Utah,H,N,13.3,1,2,0,1,0,0,3,2,5,0,3,0,0,0,2,6.0,1,10.0,8.2,22.3,221.8
2805,NBA 2020-2021 Regular Season,22000129,01/08/2021,1627854,Bryn Forbes,G,Milwaukee,Utah,H,N,15.1,1,5,0,3,0,0,0,1,1,0,2,0,2,0,2,18.7,1,16.0,2.2,5.4,221.8
2806,NBA 2020-2021 Regular Season,22000129,01/08/2021,1629670,Jordan Nwora,F,Milwaukee,Utah,H,N,7.2,1,1,0,0,2,2,0,1,1,0,1,0,2,0,4,21.5,1,8.8,4.2,21.1,221.8
2807,NBA 2020-2021 Regular Season,22000129,01/08/2021,1630241,Sam Merrill,G,Milwaukee,Utah,H,N,1.4,0,1,0,1,2,2,0,0,0,1,1,0,0,0,2,52.2,6,6.2,3.5,86.9,221.8
2808,NBA 2020-2021 Regular Season,22000130,01/08/2021,202695,Kawhi Leonard,F,LA Clippers,Golden State,R,Y,34.2,7,17,3,5,7,8,0,3,3,4,2,2,2,0,24,29.6,1,34.5,38.2,40.3,205.8
2809,NBA 2020-2021 Regular Season,22000130,01/08/2021,201587,Nicolas Batum,G-F,LA Clippers,Golden State,R,Y,30.3,4,10,2,8,0,0,0,6,6,6,1,2,0,0,10,14.8,1,28.8,31.5,37.5,205.8
2810,NBA 2020-2021 Regular Season,22000130,01/08/2021,201586,Serge Ibaka,F,LA Clippers,Golden State,R,Y,30.4,9,12,1,2,0,0,3,4,7,2,1,0,1,1,19,19.3,1,24.9,32.8,38.8,205.8
2811,NBA 2020-2021 Regular Season,22000130,01/08/2021,202331,Paul George,F,LA Clippers,Golden State,R,Y,39.2,9,13,5,7,2,2,1,3,4,7,2,0,4,1,25,20.5,1,34.3,43.0,39.5,205.8
2812,NBA 2020-2021 Regular Season,22000130,01/08/2021,201976,Patrick Beverley,G,LA Clippers,Golden State,R,Y,28.0,2,8,1,3,2,3,3,3,6,1,4,2,2,0,7,18.2,1,25.6,19.5,25.1,205.8
2813,NBA 2020-2021 Regular Season,22000130,01/08/2021,1627826,Ivica Zubac,C,LA Clippers,Golden State,R,N,16.9,1,4,0,0,0,0,1,3,4,1,2,0,3,1,2,18.6,1,18.5,9.0,19.1,205.8
2814,NBA 2020-2021 Regular Season,22000130,01/08/2021,101150,Lou Williams,G,LA Clippers,Golden State,R,N,16.4,3,6,0,1,0,0,1,0,1,0,2,0,3,1,6,24.7,1,19.0,7.8,17.0,205.8
2815,NBA 2020-2021 Regular Season,22000130,01/08/2021,202694,Marcus Morris Sr.,F,LA Clippers,Golden State,R,N,17.7,1,7,0,2,0,0,0,2,2,1,0,0,1,0,2,20.3,1,22.6,5.5,11.2,205.8
2816,NBA 2020-2021 Regular Season,22000130,01/08/2021,1628379,Luke Kennard,G,LA Clippers,Golden State,R,N,17.8,3,5,2,3,0,0,1,3,4,1,1,0,2,1,8,17.7,1,22.9,16.5,33.4,205.8
2817,NBA 2020-2021 Regular Season,22000130,01/08/2021,202704,Reggie Jackson,G,LA Clippers,Golden State,R,N,6.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,13.5,0.0,0.0,205.8
2818,NBA 2020-2021 Regular Season,22000130,01/08/2021,1629611,Terance Mann,G-F,LA Clippers,Golden State,R,N,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,62.5,1,8.6,2.0,100.0,205.8
2819,NBA 2020-2021 Regular Season,22000130,01/08/2021,1630187,Daniel Oturu,C,LA Clippers,Golden State,R,N,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4.3,0.0,0.0,205.8
2820,NBA 2020-2021 Regular Season,22000130,01/08/2021,1629599,Amir Coffey,G-F,LA Clippers,Golden State,R,N,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,4.9,0.0,0.0,205.8
2821,NBA 2020-2021 Regular Season,22000130,01/08/2021,1629662,Mfiondu Kabengele,F-C,LA Clippers,Golden State,R,N,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4.3,0.0,0.0,205.8
2822,NBA 2020-2021 Regular Season,22000130,01/08/2021,203952,Andrew Wiggins,F,Golden State,LA Clippers,H,Y,28.0,5,10,2,5,4,4,1,5,6,1,2,1,3,1,16,24.1,1,32.1,28.5,36.6,234.5
2823,NBA 2020-2021 Regular Season,22000130,01/08/2021,203110,Draymond Green,F,Golden State,LA Clippers,H,Y,30.6,2,4,0,1,0,0,1,2,3,3,3,2,2,0,4,9.0,1,26.1,15.2,17.9,234.5
2824,NBA 2020-2021 Regular Season,22000130,01/08/2021,1630164,James Wiseman,C,Golden State,LA Clippers,H,Y,15.3,3,7,1,2,2,4,2,4,6,0,0,0,1,2,9,29.2,1,21.4,20.5,48.2,234.5
2825,NBA 2020-2021 Regular Season,22000130,01/08/2021,1626162,Kelly Oubre Jr.,F-G,Golden State,LA Clippers,H,Y,21.4,2,7,0,3,2,2,2,3,5,0,2,1,3,0,6,23.3,1,28.1,12.8,21.5,234.5
2826,NBA 2020-2021 Regular Season,22000130,01/08/2021,201939,Stephen Curry,G,Golden State,LA Clippers,H,Y,36.2,13,24,9,14,3,3,0,2,2,11,3,3,2,0,38,34.5,1,33.9,66.5,66.0,234.5
2827,NBA 2020-2021 Regular Season,22000130,01/08/2021,203145,Kent Bazemore,G-F,Golden State,LA Clippers,H,N,19.8,2,5,1,2,1,2,0,1,1,2,2,3,1,0,6,15.9,1,15.2,16.2,29.5,234.5
2828,NBA 2020-2021 Regular Season,22000130,01/08/2021,1626172,Kevon Looney,F,Golden State,LA Clippers,H,N,11.9,1,1,0,0,0,0,0,2,2,0,5,1,3,0,2,15.4,1,14.1,5.0,15.1,234.5
2829,NBA 2020-2021 Regular Season,22000130,01/08/2021,1629672,Eric Paschall,F,Golden State,LA Clippers,H,N,20.0,5,10,2,3,0,0,2,4,6,1,0,0,0,0,12,22.8,1,18.8,22.0,39.5,234.5
2830,NBA 2020-2021 Regular Season,22000130,01/08/2021,1627814,Damion Lee,G-F,Golden State,LA Clippers,H,N,21.9,3,6,2,5,0,0,1,0,1,2,1,1,0,0,8,12.6,1,18.3,15.2,25.1,234.5
2831,NBA 2020-2021 Regular Season,22000130,01/08/2021,202954,Brad Wanamaker,G,Golden State,LA Clippers,H,N,16.2,2,3,2,2,2,2,0,6,6,4,0,0,0,0,8,10.9,1,16.1,22.5,49.9,234.5
